"","state_icpsr","district","nominate_dim1","nominate_dim2","party_code","statefp","st_name","state_abbrev","eff_gap","nom","nom_std","nom_1_std","nom_2_std","repub","dem","lib_cons","cbsa_name","cbsa_code","within_state","counter","nom_state","population","PVI","dem_chance","race_category","minority_chance","comp_count","maj_min","cbsa_title","z_pindex","lib_cons_str"
"206",24,16,0.385,0.14,200,39,"Ohio","OH","Repub",0.443213778,0.750371763434574,0.20214005916417,0.173268432086265,TRUE,FALSE,1,"Cleveland",17460,1,1,0.403,721031,-7.97,8.49516993064686,"Non-Hispanic White Majority",0.755702111582252,0,0,"Cleveland, OH",-0.118,"Conservative"
"207",72,1,-0.395,-0.381,100,41,"Oregon","OR","None",-0.5534246387,-1.30323722242803,-0.57785994083583,-0.347731567913735,FALSE,TRUE,0,"Portland",38900,0,1,-0.792,766216,9.1,94.1201615874094,"Non-Hispanic White Majority",3.62805362599832,0,0,"Portland, OR",-0.3474,"Liberal"
"208",72,3,-0.428,-0.665,100,41,"Oregon","OR","None",-0.7045154455,-1.61456521593754,-0.61085994083583,-0.631731567913735,FALSE,TRUE,0,"Portland",38900,0,1,-0.792,766215,23.66,99.9259070962907,"Non-Hispanic White Majority",6.0531938502876,0,0,"Portland, OR",-0.3474,"Liberal"
"209",72,5,-0.19,0.048,100,41,"Oregon","OR","None",-0.1700409904,-0.513261548212511,-0.37285994083583,0.0812684320862654,FALSE,TRUE,0,"Portland",38900,0,1,-0.792,766214,0.48,53.5744693732075,"Non-Hispanic White Majority",2.81865234387573,1,0,"Portland, OR",-0.3474,"Liberal"
"210",14,1,-0.484,0.224,100,42,"Pennsylvania","PA","Repub",-0.3908579552,-0.968262775885121,-0.66685994083583,0.257268432086265,FALSE,TRUE,0,"Philadelphia",37980,0,1,0.212,705688,30.62,99.9916345468347,"Maj-Min (Coalition)",57.8098120587241,0,1,"Philadelphia, PA",-0.2616,"Liberal"
"211",14,2,-0.472,-0.054,100,42,"Pennsylvania","PA","Repub",-0.4944538858,-1.18172588388309,-0.65485994083583,-0.0207315679137346,FALSE,TRUE,0,"Philadelphia",37980,0,1,0.212,705688,40.08,99.9995007075726,"Maj-Min (African-American)",96.4703250139206,0,1,"Philadelphia, PA",-0.2616,"Liberal"
"212",14,3,0.318,0.504,200,42,"Pennsylvania","PA","Repub",0.5275696008,0.924189943437622,0.13514005916417,0.537268432086265,TRUE,FALSE,1,"Pittsburgh",38300,1,1,0.212,705688,-11.49,2.91012149738917,"Non-Hispanic White Majority",0.829171593925887,0,0,"Pittsburgh, PA",0.0203,"Conservative"
"213",14,6,0.221,-0.107,200,42,"Pennsylvania","PA","Repub",0.1765080411,0.200815085003008,0.0381400591641695,-0.0737315679137346,TRUE,FALSE,1,"Philadelphia",37980,0,1,0.212,705688,-2.03,35.1487461267886,"Non-Hispanic White Majority",1.2606164946964,1,0,"Philadelphia, PA",-0.2616,"Conservative"
"214",14,7,0.221,0.072,200,42,"Pennsylvania","PA","Repub",0.2509385144,0.354181728541591,0.0381400591641695,0.105268432086265,TRUE,FALSE,1,"Philadelphia",37980,0,1,0.212,705688,-1.38,39.4933254598566,"Non-Hispanic White Majority",1.37253380128462,1,0,"Philadelphia, PA",-0.2616,"Conservative"
"215",14,8,0.202,-0.186,200,42,"Pennsylvania","PA","Repub",0.1246588378,0.0939779532784862,0.0191400591641696,-0.152731567913735,TRUE,FALSE,1,"Philadelphia",37980,0,1,0.212,705688,-1.61,38.3343946473514,"Non-Hispanic White Majority",1.23848436425474,1,0,"Philadelphia, PA",-0.2616,"Conservative"
"216",14,9,0.375,0.324,200,42,"Pennsylvania","PA","Repub",0.5097233148,0.887417034948679,0.19214005916417,0.357268432086265,TRUE,FALSE,1,"Pittsburgh",38300,1,1,0.212,705688,-19.35,0.271656338221533,"Non-Hispanic White Majority",0.521413128802521,0,0,"Pittsburgh, PA",0.0203,"Conservative"
"217",14,12,0.491,0.118,200,42,"Pennsylvania","PA","Repub",0.5400658986,0.949939010523624,0.30814005916417,0.151268432086265,TRUE,FALSE,1,"Pittsburgh",38300,1,1,0.212,705688,-11.15,3.24617589784528,"Non-Hispanic White Majority",0.732733392968903,0,0,"Pittsburgh, PA",0.0203,"Conservative"
"218",14,13,-0.343,-0.008,100,42,"Pennsylvania","PA","Repub",-0.3463265016,-0.876504128281221,-0.52585994083583,0.0252684320862654,FALSE,TRUE,0,"Philadelphia",37980,0,1,0.212,705687,15.49,99.108553673065,"Non-Hispanic White Majority",9.71344502358466,0,0,"Philadelphia, PA",-0.2616,"Liberal"
"219",14,14,-0.328,0.125,100,42,"Pennsylvania","PA","Repub",-0.2760234125,-0.731642107020086,-0.510859940835831,0.158268432086265,FALSE,TRUE,0,"Pittsburgh",38300,1,1,0.212,705688,17.11,99.440577204016,"Non-Hispanic White Majority",12.7705399913103,0,0,"Pittsburgh, PA",0.0203,"Liberal"
"220",14,16,0.538,0.012,200,42,"Pennsylvania","PA","Repub",0.5429897524,0.955963715508316,0.35514005916417,0.0452684320862654,TRUE,FALSE,1,"Philadelphia",37980,0,1,0.212,705688,-4.88,18.5278264299205,"Non-Hispanic White Majority",2.72730338685115,1,0,"Philadelphia, PA",-0.2616,"Conservative"
"221",14,18,0.258,0.198,200,42,"Pennsylvania","PA","Repub",0.3403309146,0.538377955821684,0.0751400591641695,0.231268432086265,TRUE,FALSE,1,"Pittsburgh",38300,1,1,0.212,705688,-10.88,3.63023614353354,"Non-Hispanic White Majority",0.694137408120803,0,0,"Pittsburgh, PA",0.0203,"Conservative"
"222",49,2,0.593,-0.031,200,48,"Texas","TX","Repub",0.5801098063,1.03245090982815,0.41014005916417,0.00226843208626542,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698488,-10.92,4.02238761325142,"Non-Hispanic White Majority",8.42088248477731,0,0,"Houston, TX",0.0821,"Conservative"
"223",49,3,0.609,0.283,200,48,"Texas","TX","Repub",0.7266749941,1.33445370405851,0.42614005916417,0.316268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-12.89,1.93036307539584,"Non-Hispanic White Majority",2.18171255123168,0,0,"Dallas, TX",0.0556,"Conservative"
"224",49,4,0.424,0.308,200,48,"Texas","TX","Repub",0.5520703116,0.974674531444474,0.24114005916417,0.341268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-27.77,0.021058735358314,"Non-Hispanic White Majority",1.10601480580625,0,0,"Dallas, TX",0.0556,"Conservative"
"225",49,5,0.703,0.041,200,48,"Texas","TX","Repub",0.7200483207,1.32079920728958,0.520140059164169,0.0742684320862654,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-16.48,0.654849237347213,"Non-Hispanic White Majority",4.8488373359392,0,0,"Dallas, TX",0.0556,"Conservative"
"226",49,6,0.528,0.047,200,48,"Texas","TX","Repub",0.5475431969,0.965346250222148,0.34514005916417,0.0802684320862654,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698498,-9.07,5.94765871858836,"Non-Hispanic White Majority",5.62024534680226,0,0,"Dallas, TX",0.0556,"Conservative"
"227",49,7,0.503,0.374,200,48,"Texas","TX","Repub",0.6585139498,1.19400544246757,0.32014005916417,0.407268432086265,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698488,-6.59,11.5515895336419,"Non-Hispanic White Majority",10.0768150036086,0,0,"Houston, TX",0.0821,"Conservative"
"228",49,8,0.518,0.213,200,48,"Texas","TX","Repub",0.6065681051,1.08696917769327,0.33514005916417,0.246268432086265,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698488,-28.16,0.0185858565165608,"Non-Hispanic White Majority",1.68845991304658,0,0,"Houston, TX",0.0821,"Conservative"
"229",49,9,-0.434,0.32,100,48,"Texas","TX","Repub",-0.300939936,-0.782983491918216,-0.61685994083583,0.353268432086265,FALSE,TRUE,0,"Houston",26420,1,1,0.511,698488,28.54,99.9816392737438,"Maj-Min (Coalition)",79.051775227951,0,1,"Houston, TX",0.0821,"Liberal"
"230",49,10,0.45,0.083,200,48,"Texas","TX","Repub",0.4845124541,0.835469157757392,0.26714005916417,0.116268432086265,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698487,-9.12,5.87983841259061,"Non-Hispanic White Majority",6.3347955101397,0,0,"Austin, TX",-0.211,"Conservative"
"231",49,10,0.45,0.083,200,48,"Texas","TX","Repub",0.4845124541,0.835469157757392,0.26714005916417,0.116268432086265,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698487,-9.12,5.87983841259061,"Non-Hispanic White Majority",6.3347955101397,0,0,"Houston, TX",0.0821,"Conservative"
"232",49,11,0.591,0.354,200,48,"Texas","TX","Repub",0.7381976958,1.35819664167362,0.40814005916417,0.387268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-31.78,0.00620587673920932,"Non-Hispanic White Majority",3.42378520556069,0,0,"Dallas, TX",0.0556,"Conservative"
"233",49,12,0.392,0.229,200,48,"Texas","TX","Repub",0.4872211083,0.841050436294831,0.20914005916417,0.262268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-18.35,0.371447884494219,"Non-Hispanic White Majority",2.55026390395616,0,0,"Dallas, TX",0.0556,"Conservative"
"234",49,13,0.529,0.307,200,48,"Texas","TX","Repub",0.6566544989,1.19017397760225,0.34614005916417,0.340268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-33.45,0.00374218453968132,"Non-Hispanic White Majority",1.66414688720915,0,0,"Dallas, TX",0.0556,"Conservative"
"235",49,14,0.715,0.056,200,48,"Texas","TX","Repub",0.7382855112,1.35837758843577,0.53214005916417,0.0892684320862654,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698472,-11.66,2.81689244034613,"Non-Hispanic White Majority",6.63552139401455,0,0,"Houston, TX",0.0821,"Conservative"
"236",49,15,-0.34,0.235,100,48,"Texas","TX","Repub",-0.2422840155,-0.662120876756652,-0.522859940835831,0.268268432086265,FALSE,TRUE,0,"San Antonio",41700,1,1,0.511,698488,6.8,88.7865049598204,"Maj-Min (Latino)",91.8691406304497,0,1,"San Antonio, TX",0.0075,"Liberal"
"237",49,17,0.606,0.331,200,48,"Texas","TX","Repub",0.7436340037,1.36939834789554,0.42314005916417,0.364268432086265,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698487,-11.9,2.58479954786884,"Non-Hispanic White Majority",4.91799066840757,0,0,"Austin, TX",-0.211,"Conservative"
"238",49,18,-0.458,0.132,100,48,"Texas","TX","Repub",-0.4031127236,-0.993514163032362,-0.64085994083583,0.165268432086265,FALSE,TRUE,0,"Houston",26420,1,1,0.511,698488,26.59,99.9630004222385,"Maj-Min (Coalition)",81.6873924144266,0,1,"Houston, TX",0.0821,"Liberal"
"239",49,20,-0.398,0.018,100,48,"Texas","TX","Repub",-0.3905153714,-0.967556869752764,-0.58085994083583,0.0512684320862654,FALSE,TRUE,0,"San Antonio",41700,1,1,0.511,698488,10.35,95.8944492497921,"Maj-Min (Latino)",83.596334828973,0,1,"San Antonio, TX",0.0075,"Liberal"
"240",49,21,0.425,0.06,200,48,"Texas","TX","Repub",0.449948762,0.764249438055865,0.24214005916417,0.0932684320862654,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698488,-9.77,4.80461751278216,"Non-Hispanic White Majority",5.1776600097419,0,0,"Austin, TX",-0.211,"Conservative"
"241",49,21,0.425,0.06,200,48,"Texas","TX","Repub",0.449948762,0.764249438055865,0.24214005916417,0.0932684320862654,TRUE,FALSE,1,"San Antonio",41700,1,1,0.511,698488,-9.77,4.80461751278216,"Non-Hispanic White Majority",5.1776600097419,0,0,"San Antonio, TX",0.0075,"Conservative"
"242",49,22,0.54,0.311,200,48,"Texas","TX","Repub",0.6693177497,1.21626705729631,0.35714005916417,0.344268432086265,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698504,-10.02,4.37776272490594,"Maj-Min (Coalition)",6.31569078982839,0,1,"Houston, TX",0.0821,"Conservative"
"243",49,23,-0.216,0.378,100,48,"Texas","TX","Repub",-0.0588227994,-0.284092500941344,-0.39885994083583,0.411268432086265,FALSE,TRUE,0,"San Antonio",41700,1,1,0.511,698488,-1.3,40.004181067423,"Maj-Min (Latino)",76.2281578969409,1,1,"San Antonio, TX",0.0075,"Liberal"
"244",49,24,0.602,0.161,200,48,"Texas","TX","Repub",0.6689458447,1.21550073378611,0.41914005916417,0.194268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-8.88,6.26200958993395,"Non-Hispanic White Majority",5.30721907467963,0,0,"Dallas, TX",0.0556,"Conservative"
"245",49,25,0.602,0.138,200,48,"Texas","TX","Repub",0.6593821526,1.19579440528674,0.41914005916417,0.171268432086265,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698478,-11.08,3.31384490645601,"Non-Hispanic White Majority",2.73062675772325,0,0,"Austin, TX",-0.211,"Conservative"
"246",49,25,0.602,0.138,200,48,"Texas","TX","Repub",0.6593821526,1.19579440528674,0.41914005916417,0.171268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698478,-11.08,3.31384490645601,"Non-Hispanic White Majority",2.73062675772325,0,0,"Dallas, TX",0.0556,"Conservative"
"247",49,26,0.57,-0.223,200,48,"Texas","TX","Repub",0.4772737679,0.820553586796982,0.387140059164169,-0.189731567913735,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-17.88,0.42840107655542,"Non-Hispanic White Majority",2.07747900961623,0,0,"Dallas, TX",0.0556,"Conservative"
"248",49,27,0.547,0.018,200,48,"Texas","TX","Repub",0.5544846286,0.979649317688755,0.36414005916417,0.0512684320862654,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698487,-13.29,1.71263611709327,"Maj-Min (Coalition)",25.360511896201,0,1,"Austin, TX",-0.211,"Conservative"
"249",49,28,-0.226,0.627,100,48,"Texas","TX","Repub",0.0347145629,-0.0913554314942343,-0.40885994083583,0.660268432086265,FALSE,TRUE,0,"San Antonio",41700,1,1,0.511,698488,9.06,94.0352720518879,"Maj-Min (Latino)",90.3653114213185,0,1,"San Antonio, TX",0.0075,"Liberal"
"250",49,29,-0.323,0.452,100,48,"Texas","TX","Repub",-0.1350526596,-0.441166845332077,-0.50585994083583,0.485268432086265,FALSE,TRUE,0,"Houston",26420,1,1,0.511,698488,18.61,99.593138816892,"Maj-Min (Latino)",94.51946182928,0,1,"Houston, TX",0.0821,"Liberal"
"251",49,30,-0.486,0.206,100,48,"Texas","TX","Repub",-0.4003425838,-0.987806191224279,-0.66885994083583,0.239268432086265,FALSE,TRUE,0,"Dallas",19100,1,1,0.511,698487,29.18,99.986253742669,"Maj-Min (Coalition)",89.3716021873154,0,1,"Dallas, TX",0.0556,"Liberal"
"252",49,31,0.467,0.604,200,48,"Texas","TX","Repub",0.7181508708,1.31688944413017,0.28414005916417,0.637268432086265,TRUE,FALSE,1,"Austin",12420,1,1,0.511,698487,-10.37,4.06970975801816,"Non-Hispanic White Majority",4.94534726317406,0,0,"Austin, TX",-0.211,"Conservative"
"253",49,32,0.586,0.171,200,48,"Texas","TX","Repub",0.6571039717,1.1911001323295,0.40314005916417,0.204268432086265,TRUE,FALSE,1,"Dallas",19100,1,1,0.511,698488,-4.98,17.9372785914109,"Non-Hispanic White Majority",7.29243898953325,1,0,"Dallas, TX",0.0556,"Conservative"
"254",49,33,-0.407,0.297,100,48,"Texas","TX","Repub",-0.2835036281,-0.747055357919257,-0.58985994083583,0.330268432086265,FALSE,TRUE,0,"Dallas",19100,1,1,0.511,698488,22.5,99.8948436439131,"Maj-Min (Latino)",91.1543913125452,0,1,"Dallas, TX",0.0556,"Liberal"
"255",49,35,-0.402,-0.305,100,48,"Texas","TX","Repub",-0.5288228735,-1.25254440822758,-0.58485994083583,-0.271731567913735,FALSE,TRUE,0,"Austin",12420,1,1,0.511,698488,14.61,98.8480245342693,"Maj-Min (Latino)",80.5132140528421,0,1,"Austin, TX",-0.211,"Liberal"
"256",49,35,-0.402,-0.305,100,48,"Texas","TX","Repub",-0.5288228735,-1.25254440822758,-0.58485994083583,-0.271731567913735,FALSE,TRUE,0,"San Antonio",41700,1,1,0.511,698488,14.61,98.8480245342693,"Maj-Min (Latino)",80.5132140528421,0,1,"San Antonio, TX",0.0075,"Liberal"
"257",49,36,0.899,-0.438,200,48,"Texas","TX","Repub",0.7168740374,1.31425848339281,0.71614005916417,-0.404731567913735,TRUE,FALSE,1,"Houston",26420,1,1,0.511,698488,-25.56,0.0425647576970263,"Non-Hispanic White Majority",2.18043554056536,0,0,"Houston, TX",0.0821,"Conservative"
"258",40,1,0.422,-0.035,200,51,"Virginia","VA","Repub",0.4074465555,0.676672126440291,0.23914005916417,-0.00173156791373458,TRUE,FALSE,1,"DC",47900,0,1,0.275,727166,-7.93,8.1922442186022,"Non-Hispanic White Majority",4.10221685386822,0,0,"Washington, VA",-0.26,"Conservative"
"259",40,5,0.568,0,200,51,"Virginia","VA","Repub",0.568,1.00749822225558,0.385140059164169,0.0332684320862654,TRUE,FALSE,1,"DC",47900,0,1,0.275,727401,-6.33,13.4836800163566,"Non-Hispanic White Majority",6.2154540554346,0,0,"Washington, VA",-0.26,"Conservative"
"260",40,6,0.495,-0.004,200,51,"Virginia","VA","Repub",0.4933367492,0.853651932380175,0.31214005916417,0.0292684320862654,TRUE,FALSE,1,"DC",47900,0,1,0.275,727324,-13.14,1.85677897166297,"Non-Hispanic White Majority",1.64645503515156,0,0,"Washington, VA",-0.26,"Conservative"
"261",40,7,0.518,0.191,200,51,"Virginia","VA","Repub",0.5974202257,1.06811964608517,0.33514005916417,0.224268432086265,TRUE,FALSE,1,"DC",47900,0,1,0.275,727434,-6.05,14.0258634337936,"Non-Hispanic White Majority",5.0471576661079,0,0,"Washington, VA",-0.26,"Conservative"
"262",40,8,-0.302,-0.203,100,51,"Virginia","VA","Repub",-0.3864099781,-0.959097560508699,-0.48485994083583,-0.169731567913735,FALSE,TRUE,0,"DC",47900,0,1,0.275,727132,21.25,99.8662598326175,"Non-Hispanic White Majority",14.0355690355565,0,0,"Washington, VA",-0.26,"Liberal"
"263",40,10,0.284,-0.213,200,51,"Virginia","VA","Repub",0.1954318949,0.239808360357081,0.10114005916417,-0.179731567913735,TRUE,FALSE,1,"DC",47900,0,1,0.275,727119,0.7,54.6337974110147,"Non-Hispanic White Majority",3.07909928774582,1,0,"Washington, VA",-0.26,"Conservative"
"264",40,11,-0.305,-0.023,100,51,"Virginia","VA","Repub",-0.3145636921,-0.811055727023098,-0.48785994083583,0.0102684320862654,FALSE,TRUE,0,"DC",47900,0,1,0.275,727483,15.25,99.0867554815888,"Non-Hispanic White Majority",10.4277396597086,0,0,"Washington, VA",-0.26,"Liberal"
"265",73,1,-0.278,-0.229,100,53,"Washington","WA","None",-0.3732211083,-0.931921424127831,-0.46085994083583,-0.195731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672444,5.69,84.7170959346355,"Non-Hispanic White Majority",2.48447044336401,0,0,"Seattle, WA",-0.3465,"Liberal"
"266",73,2,-0.365,0.197,100,53,"Washington","WA","None",-0.2830848981,-0.746192549827334,-0.54785994083583,0.230268432086265,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672454,9.93,95.38679012231,"Non-Hispanic White Majority",3.17819427904759,0,0,"Seattle, WA",-0.3465,"Liberal"
"267",73,6,-0.307,-0.046,100,53,"Washington","WA","None",-0.3261273842,-0.834883126818642,-0.48985994083583,-0.0127315679137346,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672448,5.7,84.9912341102982,"Non-Hispanic White Majority",2.53228913911983,0,0,"Seattle, WA",-0.3465,"Liberal"
"268",73,7,-0.666,-0.197,100,53,"Washington","WA","None",-0.7479151019,-1.70399175506444,-0.84885994083583,-0.163731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672457,32.69,99.9953397646016,"Non-Hispanic White Majority",9.00735442517076,0,0,"Seattle, WA",-0.3465,"Liberal"
"269",73,8,0.223,-0.16,200,53,"Washington","WA","None",0.156469968,0.1595259210615,0.0401400591641695,-0.126731567913735,TRUE,FALSE,1,"Seattle",42660,1,1,-0.352,672463,-0.31,47.0323745886611,"Non-Hispanic White Majority",2.05452413564721,1,0,"Seattle, WA",-0.3465,"Conservative"
"270",73,9,-0.282,-0.149,100,53,"Washington","WA","None",-0.3439560923,-0.871619815418016,-0.46485994083583,-0.115731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672460,20.9,99.8251986786857,"Non-Hispanic White Majority",16.4639017734967,0,0,"Seattle, WA",-0.3465,"Liberal"
"271",73,10,-0.316,-0.119,100,53,"Washington","WA","None",-0.3654817113,-0.915974120714639,-0.49885994083583,-0.0857315679137346,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672455,5.47,84.1565208120199,"Non-Hispanic White Majority",3.36354943053456,0,0,"Seattle, WA",-0.3465,"Liberal"
"272",25,1,0.556,-0.25,200,55,"Wisconsin","WI","Repub",0.452046825,0.768572571659295,0.37314005916417,-0.216731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710874,-5.33,16.5464819302392,"Non-Hispanic White Majority",1.52300666740494,0,0,"Milwaukee, WI",0.0864,"Conservative"
"273",25,4,-0.532,-0.242,100,55,"Wisconsin","WI","Repub",-0.6326266734,-1.46643583832834,-0.71485994083583,-0.208731567913735,FALSE,TRUE,0,"Milwaukee",33340,0,1,-0.087,710873,25.08,99.9516263564089,"Non-Hispanic White Majority",49.5394841193708,0,0,"Milwaukee, WI",0.0864,"Liberal"
"274",25,5,0.646,-0.622,200,55,"Wisconsin","WI","Repub",0.3873645006,0.635292336432016,0.46314005916417,-0.588731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710873,-12.8,1.94774587409461,"Non-Hispanic White Majority",0.745917501061387,0,0,"Milwaukee, WI",0.0864,"Conservative"
"275",25,6,0.379,-0.367,200,55,"Wisconsin","WI","Repub",0.2263967391,0.303612525668618,0.19614005916417,-0.333731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710873,-7.84,8.40089540859273,"Non-Hispanic White Majority",0.853348509496998,0,0,"Milwaukee, WI",0.0864,"Conservative"
